Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
420,Bruno Martins Indi,nl NED,DF,Stoke City,26,1992,37,36,"3,083",34.3,1,0,1,1,0,0,6,1,1.2,1.2,0.5,1.8,20,107,44,0.03,0.00,0.03,0.03,0.03,0.04,0.02,0.05,0.04,0.05,Matches
421,Gavin Massey,eng ENG,"MF,FW",Wigan Athletic,25,1992,20,15,"1,162",12.9,5,1,6,5,0,0,2,0,3.2,3.2,2.4,5.6,32,16,69,0.39,0.08,0.46,0.39,0.46,0.25,0.18,0.43,0.25,0.43,Matches
422,Marco Matias,pt POR,"MF,FW",Sheffield Weds,29,1989,31,20,"1,797",20.0,6,2,8,6,0,0,4,0,3.1,3.1,1.5,4.5,26,30,112,0.30,0.10,0.40,0.30,0.40,0.15,0.07,0.23,0.15,0.23,Matches
423,Remi Matthews,eng ENG,GK,Bolton,24,1994,18,18,"1,62",18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
424,Joe Mattock,eng ENG,DF,Rotherham Utd,28,1990,44,44,"3,889",43.2,1,0,1,1,0,0,12,0,1.9,1.9,1.9,3.8,51,193,77,0.02,0.00,0.02,0.02,0.02,0.04,0.04,0.09,0.04,0.09,Matches
425,Neal Maupay,fr FRA,FW,Brentford,21,1996,43,43,"3,706",41.2,25,8,33,22,3,3,9,0,26.2,23.8,5.5,29.3,58,105,287,0.61,0.19,0.80,0.53,0.73,0.64,0.13,0.77,0.58,0.71,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
426,Chris Maxwell,wls WAL,GK,Preston,28,1990,8,8,704,7.8,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
427,Ondřej Mazuch,cz CZE,DF,Hull City,29,1989,6,3,230,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,1,1,0,0.00,0.00,0.00,0.00,0.00,0.02,0.22,0.24,0.00,0.22,Matches
428,Oliver McBurnie,sct SCO,"FW,MF",Swansea City,22,1996,42,37,"3,416",38.0,22,4,26,19,3,5,5,0,19.8,16.2,3.9,20.0,60,116,235,0.58,0.11,0.69,0.50,0.61,0.52,0.10,0.62,0.43,0.53,Matches
429,James McClean,ie IRL,"FW,MF",Stoke City,29,1989,42,32,"2,948",32.8,3,6,9,3,0,0,11,0,4.6,4.6,3.6,8.2,114,68,260,0.09,0.18,0.27,0.09,0.27,0.14,0.11,0.25,0.14,0.25,Matches
430,Garath McCleary,jm JAM,"FW,MF",Reading,31,1987,31,14,"1,529",17.0,0,3,3,0,0,0,3,0,1.5,1.5,2.7,4.2,89,56,132,0.00,0.18,0.18,0.00,0.18,0.09,0.16,0.25,0.09,0.25,Matches
431,Josh McEachran,eng ENG,MF,Brentford,25,1993,24,19,"1,48",16.4,1,0,1,1,0,0,2,0,0.1,0.1,1.1,1.2,42,147,9,0.06,0.00,0.06,0.06,0.06,0.01,0.06,0.07,0.01,0.07,Matches
432,John McGinn,sct SCO,MF,Aston Villa,23,1994,40,39,"3,459",38.4,6,9,15,6,0,0,14,0,6.0,6.0,6.6,12.6,92,189,145,0.16,0.23,0.39,0.16,0.39,0.16,0.17,0.33,0.16,0.33,Matches
433,David McGoldrick,ie IRL,FW,Sheffield Utd,30,1987,45,36,"3,246",36.1,15,4,19,12,3,4,5,0,18.9,15.8,4.6,20.4,56,121,265,0.42,0.11,0.53,0.33,0.44,0.52,0.13,0.65,0.44,0.57,Matches
434,Tom McIntyre,sct SCO,DF,Reading,19,1998,2,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
435,Barrie McKay,sct SCO,"FW,MF",Swansea City,23,1994,30,16,"1,402",15.6,2,5,7,2,0,0,0,0,1.2,1.2,3.5,4.7,38,61,101,0.13,0.32,0.45,0.13,0.45,0.08,0.23,0.30,0.08,0.30,Matches
436,Robbie McKenzie,eng ENG,DF,Hull City,19,1998,18,10,"1,099",12.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,5,20,7,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
437,Conor McLaughlin,nir NIR,DF,Millwall,27,1991,8,6,535,5.9,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,4,17,8,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
438,Kenny McLean,sct SCO,MF,Norwich City,26,1992,20,15,"1,347",15.0,3,6,9,3,0,1,1,0,1.8,1.0,3.5,4.5,31,119,45,0.20,0.40,0.60,0.20,0.60,0.12,0.24,0.35,0.07,0.30,Matches
439,Callum McManaman,eng ENG,"FW,MF",Wigan Athletic,27,1991,22,1,459,5.1,1,0,1,1,0,0,3,0,1.6,1.6,1.4,2.9,26,11,49,0.20,0.00,0.20,0.20,0.20,0.31,0.27,0.58,0.31,0.58,Matches
440,Paddy McNair,nir NIR,DF,Middlesbrough,23,1995,16,7,740,8.2,0,1,1,0,0,0,1,0,0.2,0.2,0.8,1.0,19,33,31,0.00,0.12,0.12,0.00,0.12,0.02,0.10,0.12,0.02,0.12,Matches
441,Marc McNulty,sct SCO,FW,Reading,25,1992,13,4,417,4.6,1,0,1,1,0,1,0,0,1.6,0.9,0.6,1.5,3,13,36,0.22,0.00,0.22,0.22,0.22,0.36,0.14,0.49,0.19,0.32,Matches
442,Sam McQueen,eng ENG,"DF,FW",Middlesbrough,23,1995,5,1,138,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,6,2,12,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.22,0.11,0.22,Matches
443,Paul McShane,ie IRL,DF,Reading,32,1986,5,4,386,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
444,Tyrone Mears,jm JAM,"DF,MF",West Brom,35,1983,9,4,383,4.3,0,1,1,0,0,0,1,0,0.1,0.1,1.1,1.3,0,10,20,0.00,0.23,0.23,0.00,0.23,0.03,0.27,0.30,0.03,0.30,Matches
445,Yakou Méïte,ci CIV,"FW,MF",Reading,22,1996,37,31,"2,604",28.9,12,1,13,12,0,0,5,0,10.4,10.4,0.7,11.2,44,18,159,0.41,0.03,0.45,0.41,0.45,0.36,0.03,0.39,0.36,0.39,Matches
446,Chris Mepham,wls WAL,DF,Brentford,20,1997,22,22,"1,908",21.2,0,1,1,0,0,0,5,1,0.7,0.7,1.5,2.2,25,85,3,0.00,0.05,0.05,0.00,0.05,0.04,0.07,0.11,0.04,0.11,Matches
447,James Meredith,au AUS,DF,Millwall,30,1988,36,33,"2,603",28.9,0,1,1,0,0,0,4,0,0.3,0.3,0.7,1.0,27,109,48,0.00,0.03,0.03,0.00,0.03,0.01,0.02,0.03,0.01,0.03,Matches
448,David Meyler,ie IRL,MF,Reading,29,1989,5,5,375,4.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,21,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
449,Matt Miazga,us USA,DF,Reading,23,1995,18,18,"1,62",18.0,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.6,4,27,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
450,Manuel Milinković,rs SRB,MF,Hull City,24,1994,8,0,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,7,13,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
451,Alexander Milošević,se SWE,DF,Nott'ham Forest,26,1992,12,11,1,11.1,1,0,1,1,0,0,3,0,0.3,0.3,0.1,0.4,1,9,0,0.09,0.00,0.09,0.09,0.09,0.03,0.01,0.04,0.03,0.04,Matches
452,Tyrone Mings,eng ENG,DF,Aston Villa,25,1993,15,15,"1,293",14.4,2,0,2,2,0,0,3,1,0.4,0.4,0.2,0.6,8,48,3,0.14,0.00,0.14,0.14,0.14,0.03,0.01,0.04,0.03,0.04,Matches
453,Billy Mitchell,eng ENG,MF,Millwall,18,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
454,Jayden Mitchell-Lawson,eng ENG,FW,Derby County,18,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
455,Idris El Mizouni,tn TUN,FW,Ipswich Town,17,2000,4,1,102,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,4,2,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
456,Kamohelo Mokotjo,za RSA,MF,Brentford,27,1991,34,24,"2,202",24.5,3,2,5,3,0,0,0,0,0.8,0.8,1.5,2.4,20,167,38,0.12,0.08,0.20,0.12,0.20,0.03,0.06,0.10,0.03,0.10,Matches
457,Jefferson Montero,ec ECU,FW,West Brom,28,1989,4,1,121,1.3,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,9,2,8,0.74,0.00,0.74,0.74,0.74,0.52,0.00,0.52,0.52,0.52,Matches
458,Jefferson Montero,ec ECU,FW,Swansea City,28,1989,12,0,341,3.8,0,3,3,0,0,0,1,0,0.2,0.2,1.6,1.8,35,11,60,0.00,0.79,0.79,0.00,0.79,0.05,0.43,0.48,0.05,0.48,Matches
459,Liam Moore,jm JAM,DF,Reading,25,1993,38,38,"3,42",38.0,1,0,1,1,0,0,5,0,1.1,1.1,0.2,1.4,15,60,5,0.03,0.00,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,Matches
460,Steve Morison,wls WAL,FW,Millwall,34,1983,41,15,"1,992",22.1,1,6,7,1,0,0,2,0,4.1,4.1,3.8,7.9,13,96,151,0.05,0.27,0.32,0.05,0.32,0.18,0.17,0.36,0.18,0.36,Matches
461,Joe Morrell,wls WAL,MF,Bristol City,21,1997,1,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
462,Ben Morris,eng ENG,FW,Ipswich Town,19,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,0,2,0.00,0.00,0.00,0.00,0.00,0.90,0.69,1.59,0.90,1.59,Matches
463,James Morrison,sct SCO,MF,West Brom,32,1986,19,11,965,10.7,0,1,1,0,0,0,1,0,0.3,0.3,1.9,2.2,19,62,38,0.00,0.09,0.09,0.00,0.09,0.02,0.18,0.21,0.02,0.21,Matches
464,Michael Morrison,eng ENG,DF,Birmingham City,30,1988,43,43,"3,829",42.5,7,1,8,7,0,0,7,0,3.2,3.2,1.1,4.3,1,68,14,0.16,0.02,0.19,0.16,0.19,0.07,0.03,0.10,0.07,0.10,Matches
465,Sam Morsy,eg EGY,MF,Wigan Athletic,26,1991,40,40,"3,564",39.6,1,1,2,1,0,0,14,1,1.8,1.4,1.2,2.6,53,200,30,0.03,0.03,0.05,0.03,0.05,0.05,0.03,0.08,0.03,0.07,Matches
466,Louis Moult,eng ENG,FW,Preston,26,1992,24,8,936,10.4,4,1,5,4,0,0,2,0,2.6,2.6,1.3,3.9,7,22,79,0.38,0.10,0.48,0.38,0.48,0.25,0.12,0.38,0.25,0.38,Matches
467,Mason Mount,eng ENG,MF,Derby County,19,1999,35,35,"3,044",33.8,8,4,12,8,0,0,4,0,7.8,7.8,5.8,13.5,68,158,185,0.24,0.12,0.35,0.24,0.35,0.23,0.17,0.40,0.23,0.40,Matches
468,Kerim Mrabti,se SWE,MF,Birmingham City,24,1994,12,6,622,6.9,1,1,2,1,0,0,0,0,0.9,0.9,1.4,2.3,11,17,45,0.14,0.14,0.29,0.14,0.29,0.14,0.20,0.34,0.14,0.34,Matches
469,Erwin Mulder,nl NED,GK,Swansea City,29,1989,25,24,"2,228",24.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
470,Charlie Mulgrew,sct SCO,DF,Blackburn,32,1986,29,28,"2,381",26.5,10,0,10,5,5,5,2,0,5.1,1.2,0.8,2.0,8,60,2,0.38,0.00,0.38,0.19,0.19,0.19,0.03,0.23,0.04,0.08,Matches
471,Daryl Murphy,ie IRL,FW,Nott'ham Forest,35,1983,28,17,"1,527",17.0,4,3,7,4,0,0,2,0,3.1,3.1,1.8,4.9,23,14,72,0.24,0.18,0.41,0.24,0.41,0.18,0.11,0.29,0.18,0.29,Matches
472,Jacob Murphy,eng ENG,"FW,MF",West Brom,23,1995,13,8,725,8.1,2,1,3,2,0,0,1,0,1.9,1.9,1.4,3.2,33,16,70,0.25,0.12,0.37,0.25,0.37,0.23,0.17,0.40,0.23,0.40,Matches
473,Luke Murphy,eng ENG,MF,Bolton,28,1989,11,7,614,6.8,0,1,1,0,0,0,1,0,0.3,0.3,0.3,0.5,2,22,3,0.00,0.15,0.15,0.00,0.15,0.04,0.04,0.08,0.04,0.08,Matches
474,Joe Muscatt,mt MLT,DF,Bolton,20,1997,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
475,Cheikh N'Doye,sn SEN,MF,Birmingham City,32,1986,2,1,107,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,4,1,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
476,Kal Naismith,sct SCO,"DF,MF",Wigan Athletic,26,1992,30,22,"2,004",22.3,1,1,2,1,0,0,3,1,1.6,1.6,4.9,6.5,68,64,76,0.04,0.04,0.09,0.04,0.09,0.07,0.22,0.29,0.07,0.29,Matches
477,Luciano Narsingh,nl NED,FW,Swansea City,27,1990,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,Matches
478,Kyle Naughton,eng ENG,"DF,MF",Swansea City,29,1988,35,31,"2,752",30.6,1,2,3,1,0,0,2,0,0.4,0.4,0.9,1.3,48,214,67,0.03,0.07,0.10,0.03,0.10,0.01,0.03,0.04,0.01,0.04,Matches
479,Badou Ndiaye,sn SEN,MF,Stoke City,27,1990,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
480,Joe Newell,eng ENG,"MF,FW",Rotherham Utd,25,1993,31,18,"1,639",18.2,0,4,4,0,0,0,0,0,1.6,1.6,5.4,7.0,34,50,104,0.00,0.22,0.22,0.00,0.22,0.09,0.30,0.38,0.09,0.38,Matches
481,Lukas Nmecha,de GER,"FW,MF",Preston,19,1998,41,24,"2,322",25.8,4,5,9,4,0,0,2,0,6.9,6.9,4.5,11.3,51,38,192,0.16,0.19,0.35,0.16,0.35,0.27,0.17,0.44,0.27,0.44,Matches
482,Jon Nolan,eng ENG,MF,Ipswich Town,26,1992,26,23,"1,993",22.1,3,0,3,3,0,0,3,0,2.1,2.1,1.4,3.4,35,96,80,0.14,0.00,0.14,0.14,0.14,0.09,0.06,0.16,0.09,0.16,Matches
483,Craig Noone,eng ENG,"FW,MF",Bolton,30,1987,36,25,"2,174",24.2,1,1,2,1,0,0,9,1,1.9,1.9,3.2,5.1,58,58,153,0.04,0.04,0.08,0.04,0.08,0.08,0.13,0.21,0.08,0.21,Matches
484,Kristoffer Nordfeldt,se SWE,GK,Swansea City,29,1989,22,22,"1,912",21.2,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.05,0.05,0.00,0.05,0.00,0.01,0.01,0.00,0.01,Matches
485,Oliver Norwood,nir NIR,MF,Sheffield Utd,27,1991,43,43,"3,806",42.3,3,8,11,2,1,1,11,0,3.0,2.3,9.6,11.9,19,357,37,0.07,0.19,0.26,0.05,0.24,0.07,0.23,0.30,0.05,0.28,Matches
486,Aristote Nsiala,cd COD,DF,Ipswich Town,26,1992,22,17,"1,599",17.8,1,0,1,1,0,0,6,1,0.7,0.7,0.4,1.1,11,41,7,0.06,0.00,0.06,0.06,0.06,0.04,0.02,0.06,0.04,0.06,Matches
487,David Nugent,eng ENG,FW,Derby County,33,1985,31,11,"1,143",12.7,2,1,3,2,0,0,2,0,4.0,4.0,0.6,4.7,15,23,103,0.16,0.08,0.24,0.16,0.24,0.32,0.05,0.37,0.32,0.37,Matches
488,Atdhe Nuhiu,xk KVX,FW,Sheffield Weds,29,1989,34,13,"1,545",17.2,4,2,6,4,0,0,6,1,5.0,5.0,1.5,6.4,18,39,100,0.23,0.12,0.35,0.23,0.35,0.29,0.09,0.37,0.29,0.37,Matches
489,Joe Nuttall,eng ENG,FW,Blackburn,21,1997,15,2,410,4.6,2,0,2,2,0,0,1,0,2.1,2.1,0.2,2.2,3,4,40,0.44,0.00,0.44,0.44,0.44,0.45,0.03,0.49,0.45,0.49,Matches
490,Ryan Nyambe,na NAM,DF,Blackburn,20,1997,29,25,"2,308",25.6,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.9,61,71,78,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03,Matches
491,Tristan Nydam,eng ENG,MF,Ipswich Town,18,1999,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
492,Ørjan Nyland,no NOR,GK,Aston Villa,27,1990,23,23,"2,07",23.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
493,Allan Nyom,cm CMR,DF,West Brom,30,1988,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,2,0.00,0.50,0.50,0.00,0.50,0.02,0.03,0.04,0.02,0.04,Matches
494,Aiden O'Brien,ie IRL,"MF,FW",Millwall,24,1993,35,15,"1,508",16.8,2,1,3,2,0,0,1,0,2.8,2.8,1.4,4.2,27,37,87,0.12,0.06,0.18,0.12,0.18,0.17,0.08,0.25,0.17,0.25,Matches
495,Jack O'Connell,eng ENG,DF,Sheffield Utd,24,1994,41,41,"3,675",40.8,3,3,6,3,0,0,4,0,3.1,3.1,2.8,5.9,16,181,56,0.07,0.07,0.15,0.07,0.15,0.08,0.07,0.14,0.08,0.14,Matches
496,Callum O'Dowda,ie IRL,MF,Bristol City,23,1995,31,20,"1,803",20.0,4,4,8,4,0,0,2,0,3.6,3.6,2.5,6.1,51,54,112,0.20,0.20,0.40,0.20,0.40,0.18,0.13,0.31,0.18,0.31,Matches
497,Max O'Leary,ie IRL,GK,Bristol City,21,1996,15,14,"1,286",14.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
498,Gary O'Neil,eng ENG,"MF,FW",Bolton,35,1983,29,24,"2,048",22.8,3,1,4,3,0,0,5,0,1.3,1.3,2.7,4.1,20,111,65,0.13,0.04,0.18,0.13,0.18,0.06,0.12,0.18,0.06,0.18,Matches
499,Adam O'Reilly,ie IRL,MF,Preston,17,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
500,John O'Shea,ie IRL,DF,Reading,37,1981,9,7,628,7.0,0,0,0,0,0,0,2,1,0.1,0.1,0.4,0.5,1,6,0,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
501,John Obi Mikel,ng NGA,MF,Middlesbrough,31,1987,18,18,"1,598",17.8,1,0,1,1,0,0,4,0,0.6,0.6,0.5,1.1,19,82,13,0.06,0.00,0.06,0.06,0.06,0.04,0.03,0.06,0.04,0.06,Matches
502,Moses Odubajo,eng ENG,"MF,DF",Brentford,25,1993,30,22,"2,177",24.2,0,1,1,0,0,0,3,0,0.9,0.9,1.7,2.5,73,79,151,0.00,0.04,0.04,0.00,0.04,0.04,0.07,0.10,0.04,0.10,Matches
503,Chiedozie Ogbene,ie IRL,FW,Brentford,21,1997,4,0,13,0.1,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,0,0,3,0.00,0.00,0.00,0.00,0.00,3.93,0.00,3.93,3.93,3.93,Matches
504,Jaakko Oksanen,fi FIN,FW,Brentford,17,2000,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19,Matches
505,Michael Olise,fr FRA,"FW,MF",Reading,16,2001,4,2,170,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,9,8,11,0.00,0.00,0.00,0.00,0.00,0.11,0.08,0.19,0.11,0.19,Matches
506,Nélson Oliveira,pt POR,FW,Reading,26,1991,10,9,668,7.4,3,0,3,2,1,1,2,0,2.5,1.8,1.1,2.9,12,18,52,0.40,0.00,0.40,0.27,0.27,0.34,0.15,0.49,0.24,0.38,Matches
507,Paweł Olkowski,pl POL,DF,Bolton,28,1990,37,34,"3,098",34.4,2,3,5,2,0,0,5,0,0.7,0.7,1.1,1.8,85,114,85,0.06,0.09,0.15,0.06,0.15,0.02,0.03,0.05,0.02,0.05,Matches
508,Jonas Olsson,se SWE,DF,Wigan Athletic,35,1983,6,4,386,4.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,11,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
509,Martin Olsson,se SWE,"DF,MF",Swansea City,30,1988,17,13,"1,103",12.3,0,1,1,0,0,0,2,0,1.0,1.0,1.2,2.3,37,38,58,0.00,0.08,0.08,0.00,0.08,0.08,0.10,0.18,0.08,0.18,Matches
510,Josh Onomah,eng ENG,MF,Sheffield Weds,21,1997,15,10,903,10.0,0,3,3,0,0,0,0,0,0.6,0.6,0.4,1.0,16,41,34,0.00,0.30,0.30,0.00,0.30,0.06,0.04,0.10,0.06,0.10,Matches
511,Fred Onyedinma,eng ENG,FW,Millwall,21,1996,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
512,Bright Osayi-Samuel,ng NGA,"MF,FW",QPR,20,1997,27,9,"1,14",12.7,2,0,2,2,0,0,4,0,2.7,2.7,0.9,3.6,55,14,91,0.16,0.00,0.16,0.16,0.16,0.21,0.07,0.28,0.21,0.28,Matches
513,Ben Osborn,eng ENG,"DF,FW",Nott'ham Forest,23,1994,39,29,"2,687",29.9,1,5,6,1,0,0,3,0,2.0,2.0,4.2,6.3,33,115,162,0.03,0.17,0.20,0.03,0.20,0.07,0.14,0.21,0.07,0.21,Matches
514,Gabriel Osho,eng ENG,DF,Reading,19,1998,2,1,99,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
515,Aramide Oteh,eng ENG,FW,QPR,19,1998,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
516,Erhun Oztumer,tr TUR,MF,Bolton,27,1991,17,8,838,9.3,0,0,0,0,0,0,0,0,0.6,0.6,1.8,2.4,10,28,45,0.00,0.00,0.00,0.00,0.00,0.07,0.19,0.26,0.07,0.26,Matches
517,Marlon Pack,eng ENG,MF,Bristol City,27,1991,46,46,"4,095",45.5,2,3,5,2,0,0,11,0,3.7,3.7,3.8,7.4,48,316,50,0.04,0.07,0.11,0.04,0.11,0.08,0.08,0.16,0.08,0.16,Matches
518,Kasey Palmer,jm JAM,MF,Bristol City,21,1996,15,2,409,4.5,2,1,3,2,0,0,3,0,1.2,1.2,2.5,3.8,12,29,17,0.44,0.22,0.66,0.44,0.66,0.27,0.55,0.83,0.27,0.83,Matches
519,Kasey Palmer,jm JAM,FW,Blackburn,21,1996,14,10,770,8.6,1,0,1,1,0,0,3,0,1.6,1.6,0.1,1.8,18,21,43,0.12,0.00,0.12,0.12,0.12,0.19,0.02,0.21,0.19,0.21,Matches
520,Liam Palmer,sct SCO,DF,Sheffield Weds,26,1991,35,34,"3,092",34.4,0,0,0,0,0,0,4,0,1.7,1.7,2.2,3.8,60,101,86,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,Matches
521,Matt Palmer,eng ENG,MF,Rotherham Utd,23,1995,10,8,615,6.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.2,4,16,5,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
522,Costel Pantilimon,ro ROU,GK,Nott'ham Forest,31,1987,44,44,"3,96",44.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
523,Felix Passlack,de GER,FW,Norwich City,20,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
524,Jamie Paterson,eng ENG,"MF,FW",Bristol City,26,1991,41,31,"2,645",29.4,5,4,9,5,0,0,1,0,5.3,5.3,5.5,10.8,62,119,173,0.17,0.14,0.31,0.17,0.31,0.18,0.19,0.37,0.18,0.37,Matches
